,clave_ct,nom_turno,nombre_ct,domicilio,localidad_inegi,nombre_localidad,nombre_colonia,municipio,nombre_municipio,sostenimiento,nivel,programa,hombres_1!,mujeres_1!,total_1!,hombres_2!,mujeres_2!,total_2!,hombres_3!,mujeres_3!,total_3!,hombres_4!,mujeres_4!,total_4!,hombres_5!,mujeres_5!,total_5!,hombres_6!,mujeres_6!,total_6!,hombres_total,mujeres_total,matricula_total,docentes,grupos,docenete_educacion_fisica,docente_actividades_artisticas,docente_actividades_tecnonologicas,docente_de_idiomas,personal_de_administrativo_y_servicios,director_con_grupo,director_sin_grupo,total_de_personal
1535,14OJN1057X,MATUTINO,CENTRO DE DESARROLLO INFANTIL 13,ALFAREROS (ALTOS DEL MERCADO LIBERTAD),1,GUADALAJARA,SAN JUAN DE DIOS,39,GUADALAJARA,ESTATAL,PREESCOLAR,GENERAL,3,6,9,7,6,13,7,5,12,0,0,0,0,0,0,0,0,0,17,17,34,3,3,0,0,0,0,7,0,1,11
1536,14OJN0470G,DISCONTINUO,CAIC VILLA CORONA,ZARAGOZA 22,1,VILLA CORONA,VILLA CORONA (ZONA CENTRO),114,VILLA CORONA,ESTATAL,PREESCOLAR,GENERAL,7,7,14,8,5,13,6,7,13,0,0,0,0,0,0,0,0,0,21,19,40,3,3,0,0,0,0,4,1,0,7
1537,14OJN0567S,DISCONTINUO,CAIC CHAPALA,DEGOLLADO 327,1,CHAPALA,CHAPALA (ZONA CENTRO),30,CHAPALA,ESTATAL,PREESCOLAR,GENERAL,1,4,5,2,5,7,4,5,9,0,0,0,0,0,0,0,0,0,7,14,21,3,3,0,0,0,0,0,1,0,3
1538,14PJN1001U,MATUTINO,GUADALUPE VICTORIA,RAMON CORONA 314,1,TAMAZULA DE GORDIANO,TAMAZULA DE GORDIANO (ZONA CENTRO),85,TAMAZULA DE GORDIANO,PARTICULAR,PREESCOLAR,GENERAL,3,7,10,8,9,17,8,11,19,0,0,0,0,0,0,0,0,0,19,27,46,3,3,0,1,0,1,2,0,1,8
1539,14PJN1002T,MATUTINO,GUADALUPE,JAVIER MINA 20,1,VALLE DE JUAREZ,VALLE DE JUAREZ (ZONA CENTRO),112,VALLE DE JUAREZ,PARTICULAR,PREESCOLAR,GENERAL,3,3,6,11,8,19,17,10,27,0,0,0,0,0,0,0,0,0,31,21,52,3,3,0,0,0,0,1,0,1,5
1540,14PJN0999F,MATUTINO,HEROES MEXICANOS,16 DE SEPTIEMBRE 70,1,SAN MARTIN HIDALGO,SAN MARTIN DE HIDALGO (ZONA CENTRO),77,SAN MARTIN HIDALGO,PARTICULAR,PREESCOLAR,GENERAL,7,5,12,7,10,17,10,5,15,0,0,0,0,0,0,0,0,0,24,20,44,3,3,1,1,0,1,2,1,0,8
1541,14PJN1036J,MATUTINO,LEONA VICARIO,TERESA REYNOSO 3729,1,GUADALAJARA,INSURGENTES,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,1,11,12,2,8,10,0,0,0,0,0,0,0,0,0,3,19,22,2,2,0,0,0,1,0,0,1,4
1542,14PJN1035K,MATUTINO,AMERICANO DE GUADALAJARA,COLOMOS 2100,1,GUADALAJARA,PROVIDENCIA,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,41,41,82,53,30,83,44,38,82,0,0,0,0,0,0,0,0,0,138,109,247,12,12,1,0,0,0,10,0,1,24
1543,14PJN1032N,MATUTINO,DAVID ALFARO SIQUEIROS,JESUS URUETA 2026,1,GUADALAJARA,BLANCO Y CUELLAR,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,6,5,11,12,15,27,15,12,27,0,0,0,0,0,0,0,0,0,33,32,65,3,3,1,0,0,0,1,0,1,6
1544,14PJN1032N,VESPERTINO,DAVID ALFARO SIQUEIROS,JESUS URUETA 2026,1,GUADALAJARA,BLANCO Y CUELLAR,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,0,2,2,5,10,15,6,8,14,0,0,0,0,0,0,0,0,0,11,20,31,3,3,1,0,0,0,1,0,1,6
1545,14PJN1031O,MATUTINO,INSTITUTO DE LA VERA CRUZ,CUAUTITLAN 465,1,GUADALAJARA,CHAPALITA,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,0,28,28,0,31,31,0,44,44,0,0,0,0,0,0,0,0,0,0,103,103,4,4,1,1,0,2,8,0,1,17
1546,14PJN1029Z,MATUTINO,FEDERICO FROEBEL,GUELATAO 185,1,GUADALAJARA,SAN ANDRES,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,5,5,10,9,4,13,0,0,0,0,0,0,0,0,0,14,9,23,2,2,0,0,0,0,0,0,1,3
1547,14PJN1028A,MATUTINO,LA PAZ,RUBEN DARIO 1503,1,GUADALAJARA,PROVIDENCIA,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,8,7,15,10,9,19,8,11,19,0,0,0,0,0,0,0,0,0,26,27,53,3,3,1,1,0,1,5,0,1,12
1548,14PJN1027B,MATUTINO,JUAN ESCUTIA,ALFONSO ESPARZA 2154,1,GUADALAJARA,SANTA CECILIA,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,12,1,13,17,11,28,12,14,26,0,0,0,0,0,0,0,0,0,41,26,67,3,3,1,0,0,0,2,0,1,7
1549,14PJN1026C,MATUTINO,TONANTZIN,GUTENBERG 92,1,GUADALAJARA,HIGUERILLAS,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,6,7,13,4,11,15,0,0,0,0,0,0,0,0,0,10,18,28,2,2,0,0,0,0,0,0,1,3
1550,14PJN1024E,MATUTINO,INDEPENDENCIA,INDEPENDENCIA 481,1,GUADALAJARA,RANCHO BLANCO,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,7,4,11,12,15,27,9,12,21,0,0,0,0,0,0,0,0,0,28,31,59,3,3,0,0,0,0,1,0,1,5
1551,14PJN1021H,MATUTINO,FRANCISCO GABILINDO SOLER,GOMEZ FARIAS 1718,1,GUADALAJARA,SAN ANTONIO,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,6,3,9,5,9,14,8,6,14,0,0,0,0,0,0,0,0,0,19,18,37,3,3,0,0,0,0,0,0,1,4
1552,14PJN1019T,MATUTINO,FRANCISCO MARQUEZ,VOLCAN COQUIMBO 3970,1,GUADALAJARA,INDEPENDENCIA,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,1,2,3,4,8,12,8,10,18,0,0,0,0,0,0,0,0,0,13,20,33,3,3,0,0,0,0,1,0,1,5
1553,14PJN1033M,MATUTINO,FEDERICO FROEBEL,10 DE MAYO 12,1,GUADALAJARA,5 DE MAYO,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,10,15,25,16,8,24,0,0,0,0,0,0,0,0,0,26,23,49,2,2,0,0,0,0,0,0,1,3
1554,14PJN1018U,MATUTINO,DECROLY OVIDE,JARDIN 30,1,TLAQUEPAQUE,LINDA VISTA,98,SAN PEDRO TLAQUEPAQUE,PARTICULAR,PREESCOLAR,GENERAL,11,13,24,27,13,40,17,18,35,0,0,0,0,0,0,0,0,0,55,44,99,4,4,1,1,0,1,1,0,1,9
1555,14PJN1018U,VESPERTINO,DECROLY OVIDE,JARDIN 30,1,TLAQUEPAQUE,LINDA VISTA,98,SAN PEDRO TLAQUEPAQUE,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,8,5,13,6,4,10,0,0,0,0,0,0,0,0,0,14,9,23,2,2,0,1,0,1,1,0,1,6
1556,14PJN1015X,MATUTINO,CRISTOBAL COLON,SAN JOSE 26,1,TLAQUEPAQUE,NUEVA SANTA MARIA,98,SAN PEDRO TLAQUEPAQUE,PARTICULAR,PREESCOLAR,GENERAL,3,4,7,13,7,20,16,5,21,0,0,0,0,0,0,0,0,0,32,16,48,3,3,0,0,0,0,1,0,1,5
1557,14PJN1013Z,MATUTINO,MONTESSORI,CARMEN SERDAN 39 C,1,ZAPOTLANEJO,ZAPOTLANEJO (ZONA CENTRO),124,ZAPOTLANEJO,PARTICULAR,PREESCOLAR,GENERAL,4,6,10,10,12,22,12,12,24,0,0,0,0,0,0,0,0,0,26,30,56,3,3,0,0,0,1,2,0,1,7
1558,14PJN1011A,MATUTINO,JUAN ESCUTIA,LEONA VICARIO 34,1,JUANACATLAN,LA PLAYA,51,JUANACATLAN,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,7,7,14,12,10,22,0,0,0,0,0,0,0,0,0,19,17,36,2,2,0,0,0,0,0,0,1,3
1559,14PJN1009M,MATUTINO,MARIA MONTESSORI,MANZANA 77,1,TLAQUEPAQUE,LAS HUERTAS,98,SAN PEDRO TLAQUEPAQUE,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,11,3,14,6,9,15,0,0,0,0,0,0,0,0,0,17,12,29,2,2,0,0,0,0,0,0,1,3
1560,14PJN1008N,MATUTINO,FRANCISCO GABILONDO SOLER,AVENIDA DE LAS ROSAS 491,1,TLAQUEPAQUE,EL VERGEL,98,SAN PEDRO TLAQUEPAQUE,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,6,12,18,11,12,23,0,0,0,0,0,0,0,0,0,17,24,41,2,2,0,0,0,0,1,0,1,4
1561,14PJN1007O,MATUTINO,NIOS HEROES,BATALLA DE BACHIMBA 3190,1,TLAQUEPAQUE,REVOLUCION,98,SAN PEDRO TLAQUEPAQUE,PARTICULAR,PREESCOLAR,GENERAL,12,6,18,13,13,26,7,18,25,0,0,0,0,0,0,0,0,0,32,37,69,3,3,0,0,0,0,2,0,1,6
1562,14PJN1006P,MATUTINO,PIPILA,RIO MEZQUITIC 441,1,TLAQUEPAQUE,EL VERGEL,98,SAN PEDRO TLAQUEPAQUE,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,8,3,11,6,8,14,0,0,0,0,0,0,0,0,0,14,11,25,2,2,0,0,0,0,0,0,1,3
1563,14PJN1004R,MATUTINO,MI PEQUEO MUNDO,JOSE GARCIA 29,13,LAS PINTAS,0,70,EL SALTO,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,12,6,18,8,14,22,0,0,0,0,0,0,0,0,0,20,20,40,2,2,0,0,0,0,3,0,1,6
1564,14PJN0997H,MATUTINO,MARIA GORETTI,CABAAS 173,1,TEPATITLAN DE MORELOS,TEPATITLAN DE MORELOS (ZONA CENTRO),93,TEPATITLAN DE MORELOS,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,8,12,20,13,10,23,0,0,0,0,0,0,0,0,0,21,22,43,2,2,1,0,0,0,0,0,1,4
1565,14PJN0994K,MATUTINO,MOCTEZUMA,AVENIDA MOCTEZUMA 349,1,ZAPOPAN,JARDINES DEL SOL,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,3,4,7,3,3,6,0,0,0,0,0,0,0,0,0,6,7,13,2,2,0,0,0,1,0,0,1,4
1566,14PJN0989Z,MATUTINO,FRANCISCO GABILONDO SOLER,VALLE DE LOS OLMOS 2851,1,ZAPOPAN,JARDINES DEL VALLE,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,6,12,18,11,8,19,7,16,23,0,0,0,0,0,0,0,0,0,24,36,60,3,3,0,0,0,0,2,0,1,6
1567,14PJN0992M,MATUTINO,JOSEFA ORTIZ DE DOMINGUEZ,AGUACATE 1862,1,ZAPOPAN,MARCELINO GARCIA BARRAGAN,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,1,2,3,1,1,2,2,3,5,0,0,0,0,0,0,0,0,0,4,6,10,3,3,0,0,0,0,1,0,1,5
1568,14PJN1470M,MATUTINO,VOLUNTARIAS VICENTINAS DE ZAPOTLAN,19 DE SEPTIEMBRE,1,CIUDAD GUZMAN,CRUZ ROJA,23,ZAPOTLAN EL GRANDE,PARTICULAR,PREESCOLAR,GENERAL,18,8,26,12,17,29,12,12,24,0,0,0,0,0,0,0,0,0,42,37,79,3,3,0,0,0,0,0,0,1,4
1569,14PJN1471L,MATUTINO,MIGUEL FERNANDEZ MORALES,MIGUEL FERNANDEZ 4,1,ZAPOTILTIC,HUESCALAPA,121,ZAPOTILTIC,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,1,5,6,5,3,8,0,0,0,0,0,0,0,0,0,6,8,14,2,2,0,0,0,0,0,1,0,2
1570,14PJN1552W,MATUTINO,SIERRA DE TAPALPA,FRANCISCO I MADERO 246,1,TAPALPA,0,86,TAPALPA,PARTICULAR,PREESCOLAR,GENERAL,8,10,18,12,11,23,13,6,19,0,0,0,0,0,0,0,0,0,33,27,60,3,3,0,0,0,0,2,0,1,6
1571,14PJN1462D,MATUTINO,CHAVEZ PULIDO,JUAREZ 139,1,ZAPOTILTIC,0,121,ZAPOTILTIC,PARTICULAR,PREESCOLAR,GENERAL,2,7,9,11,15,26,12,15,27,0,0,0,0,0,0,0,0,0,25,37,62,3,3,0,0,0,0,0,1,0,3
1572,14PJN1550Y,MATUTINO,BELISARIO DOMINGUEZ,MONTES URALES 2380,1,GUADALAJARA,BELISARIO DOMINGUEZ,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,16,7,23,13,11,24,0,0,0,0,0,0,0,0,0,29,18,47,2,2,0,0,0,0,0,0,1,3
1573,14PJN1628V,MATUTINO,FRANCISCO GABILONDO SOLER,SUCRE 1233,1,GUADALAJARA,LOMAS DEL GALLO,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,1,5,6,7,7,14,15,9,24,0,0,0,0,0,0,0,0,0,23,21,44,3,3,0,0,0,0,0,0,1,4
1574,14PJN1763Z,MATUTINO,ALBERT EINSTEIN,MALLORCA 1215,1,GUADALAJARA,CHAPULTEPEC COUNTRY,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,11,13,24,12,11,23,15,22,37,0,0,0,0,0,0,0,0,0,38,46,84,4,4,1,3,0,1,3,0,1,13
1575,14PJN1801M,MATUTINO,JEAN PIAGET,JOSE R OSORIO 4032,1,GUADALAJARA,INSURGENTES,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,4,5,9,10,5,15,0,0,0,0,0,0,0,0,0,14,10,24,2,2,0,0,0,0,0,0,1,3
1576,14PJN1803K,MATUTINO,SAN JUAN BOSCO,ESTEBAN ALATORRE 1683,1,GUADALAJARA,ZONA OBLATOS,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,9,8,17,8,8,16,0,0,0,0,0,0,0,0,0,17,16,33,2,2,0,0,0,1,2,0,1,6
1577,14PJN1496U,MATUTINO,NIOS HEROES,GREGORIO ALDAMA 1682,1,GUADALAJARA,ECHEVERRIA,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,7,5,12,16,20,36,18,19,37,0,0,0,0,0,0,0,0,0,41,44,85,3,3,1,0,0,0,0,0,1,5
1578,14PJN1524Z,MATUTINO,MARTIN LUTHER KING,HOMERO 351,1,GUADALAJARA,MONRAZ,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,12,11,23,9,17,26,10,14,24,0,0,0,0,0,0,0,0,0,31,42,73,3,3,1,1,0,2,4,0,1,12
1579,14PJN1629U,MATUTINO,JEAN PIAGET,ROSA RODRIGUEZ 3955,1,GUADALAJARA,HELIODORO HERNANDEZ LOZA,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,14,11,25,21,9,30,0,0,0,0,0,0,0,0,0,35,20,55,2,2,0,0,0,0,2,0,1,5
1580,14PJN1764Z,MATUTINO,CARL EDWARD SAGAN,AVENIDA AMERICAS 642,1,GUADALAJARA,LADRON DE GUEVARA,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,5,3,8,6,7,13,0,0,0,0,0,0,0,0,0,11,10,21,2,2,0,0,0,1,0,0,1,4
1581,14PJN1517Q,MATUTINO,AMERICANO DE PUERTO VALLARTA,ALBATROS 129,1,PUERTO VALLARTA,MARINA VALLARTA,67,PUERTO VALLARTA,PARTICULAR,PREESCOLAR,GENERAL,2,7,9,10,9,19,10,6,16,0,0,0,0,0,0,0,0,0,22,22,44,3,3,1,1,0,3,6,0,1,15
1582,14PJN1800N,MATUTINO,CAROLINA AGAZZI,MORELOS 1245,1,GUADALAJARA,AMERICANA,39,GUADALAJARA,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,14,10,24,14,10,24,0,0,0,0,0,0,0,0,0,28,20,48,2,2,0,0,0,2,1,0,1,6
1583,14PJN1689I,MATUTINO,LOYOLA,OROZCO Y JIMENEZ 165,30,SAN FRANCISCO DE ASIS,0,13,ATOTONILCO EL ALTO,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,7,14,21,9,16,25,0,0,0,0,0,0,0,0,0,16,30,46,2,2,0,0,0,0,0,0,1,3
1584,14PJN1692W,MATUTINO,SANTA MONICA DE LA BARCA,GUADALUPE VICTORIA 35,1,LA BARCA,0,18,LA BARCA,PARTICULAR,PREESCOLAR,GENERAL,3,3,6,9,9,18,10,10,20,0,0,0,0,0,0,0,0,0,22,22,44,3,3,0,0,0,1,1,0,1,6
1585,14PJN1710V,MATUTINO,DON BOSCO,PASEO DE LAS CANOAS 47 A,2,AJIJIC,0,30,CHAPALA,PARTICULAR,PREESCOLAR,GENERAL,6,3,9,4,10,14,2,4,6,0,0,0,0,0,0,0,0,0,12,17,29,3,3,0,0,0,1,0,0,1,5
1586,14PJN1688J,MATUTINO,IZTACCIHUATL,EMILIANO ZAPATA 173,11,CUITZEO (LA ESTANCIA),0,66,PONCITLAN,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,8,8,16,9,8,17,0,0,0,0,0,0,0,0,0,17,16,33,2,2,0,0,0,0,1,0,1,4
1587,14PJN1679B,MATUTINO,MIGUEL HIDALGO Y COSTILLA,OGAZON 122 NORTE A,1,TOTOTLAN,TOTOTLAN (ZONA CENTRO),105,TOTOTLAN,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,6,6,12,9,11,20,0,0,0,0,0,0,0,0,0,15,17,32,2,2,0,0,0,0,0,0,1,3
1588,14PJN1399S,MATUTINO,GABRIELA MISTRAL,OCTAVA ORIENTE 476,1,ZAPOPAN,JARDINES DE NUEVO MEXICO,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,6,8,14,13,12,25,14,11,25,0,0,0,0,0,0,0,0,0,33,31,64,3,3,1,1,0,0,2,0,1,8
1589,14PJN1402P,MATUTINO,ALONSO DE LA MOTA Y ESCOBAR,JORGE TADEO HERRERA 19,5,CAJITITLAN,0,97,TLAJOMULCO DE ZUIGA,PARTICULAR,PREESCOLAR,GENERAL,6,7,13,11,17,28,20,12,32,0,0,0,0,0,0,0,0,0,37,36,73,3,3,1,0,0,0,2,0,1,7
1590,14PJN1403O,MATUTINO,VYGOTSKI,GERANIO 896,424,LA TIJERA,LOS TULIPANES,97,TLAJOMULCO DE ZUIGA,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,5,3,8,5,5,10,0,0,0,0,0,0,0,0,0,10,8,18,2,2,0,0,0,0,1,0,1,4
1591,14PJN1760C,MATUTINO,INSTITUTO TANESQUE,AVENIDA NACIONES UNIDAS 4680,1,ZAPOPAN,JARDINES UNIVERSIDAD,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,3,4,7,6,3,9,0,0,0,0,0,0,0,0,0,9,7,16,2,2,0,0,0,0,0,0,1,3
1592,14PJN1407K,MATUTINO,JUAN ENRIQUE PESTALOZZI,AVENIDA VALDEPEAS 8454,1,ZAPOPAN,RINCONADA DE LAS PALMAS,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,11,4,15,10,7,17,0,0,0,0,0,0,0,0,0,21,11,32,2,2,0,0,0,0,0,0,1,3
1593,14PJN1413V,MATUTINO,IXCA FARIAS,BARQUISIMETO 153,822,HACIENDA SANTA FE,0,97,TLAJOMULCO DE ZUIGA,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,9,7,16,7,6,13,0,0,0,0,0,0,0,0,0,16,13,29,2,2,0,0,0,0,0,0,1,3
1594,14PJN1416S,MATUTINO,COLEGIO ALEMAN DE GUADALAJARA,AVENIDA BOSQUES DE LOS CEDROS 32,1,ZAPOPAN,LAS CAADAS,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,35,33,68,40,31,71,47,35,82,0,0,0,0,0,0,0,0,0,122,99,221,12,12,1,1,0,5,3,0,1,23
1595,14PJN1755R,MATUTINO,COLEGIO BECQUER,AVENIDA DEL PINAR 1874,1,ZAPOPAN,PINAR DE LA CALMA,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,5,4,9,3,8,11,7,8,15,0,0,0,0,0,0,0,0,0,15,20,35,3,3,0,0,0,0,1,0,1,5
1596,14PJN1731H,MATUTINO,LAZARO CARDENAS,AVENIDA TABACHINES 26,1,ZAPOPAN,LOMAS DE TABACHINES,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,6,5,11,18,10,28,10,6,16,0,0,0,0,0,0,0,0,0,34,21,55,3,3,1,0,0,1,0,0,1,6
1597,14PJN1585N,MATUTINO,JOSE MARIA MORELOS Y PAVON,RIO MEZQUITIC 755,1,ZAPOPAN,LOMA BONITA EJIDAL,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,2,3,5,7,7,14,8,6,14,0,0,0,0,0,0,0,0,0,17,16,33,3,3,0,0,0,0,1,0,1,5
1598,14PJN1457S,MATUTINO,LA PAZ,LOPEZ COTILLA 91,1,ACATLAN DE JUAREZ,ACATLAN DE JUAREZ (ZONA CENTRO),2,ACATLAN DE JUAREZ,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,3,4,7,2,10,12,0,0,0,0,0,0,0,0,0,5,14,19,2,2,0,1,0,1,2,0,1,7
1599,14PJN1608H,MATUTINO,GABRIELA MISTRAL,PROLONGACION PARAISO 25,1,ZAPOPAN,MESA DE LOS OCOTES,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,11,15,26,13,13,26,0,0,0,0,0,0,0,0,0,24,28,52,2,2,1,0,0,1,1,0,1,6
1600,14PJN1702M,MATUTINO,CENTRO DE ATENCION INFANTIL NUEVO MEXICO,NOVENA SUR 4960,1,ZAPOPAN,JARDINES DE NUEVO MEXICO,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,13,11,24,10,20,30,14,15,29,0,0,0,0,0,0,0,0,0,37,46,83,3,3,1,0,0,0,2,0,1,7
1601,14PJN1357T,MATUTINO,JUAN ESCUTIA,AVENIDA SANTA ELOISA 100,822,HACIENDA SANTA FE,0,97,TLAJOMULCO DE ZUIGA,PARTICULAR,PREESCOLAR,GENERAL,3,7,10,6,6,12,7,9,16,0,0,0,0,0,0,0,0,0,16,22,38,3,3,0,0,0,0,0,0,1,4
1602,14PJN1358S,MATUTINO,FEDERICO DE AGUINAGA,FEDERALISMO NORTE 685,1,ZAPOPAN,ATEMAJAC DEL VALLE,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,11,5,16,10,6,16,14,10,24,0,0,0,0,0,0,0,0,0,35,21,56,3,3,1,1,0,1,3,0,1,10
1603,14PJN1359R,MATUTINO,JOSE VASCONCELOS,TURQUESA 1462,1,ZAPOPAN,MARIANO OTERO,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,5,2,7,5,4,9,0,0,0,0,0,0,0,0,0,10,6,16,2,2,0,0,0,0,0,0,1,3
1604,14PJN1361F,MATUTINO,PIAGET,AVENIDA DE LA MANCHA 717,1,ZAPOPAN,LOMAS DE ZAPOPAN,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,4,9,13,7,10,17,10,2,12,0,0,0,0,0,0,0,0,0,21,21,42,3,3,0,0,0,1,2,0,1,7
1605,14PJN1694U,MATUTINO,COLEGIO MONTE ALBAN,PUERTO GUAYMAS 86,1,ZAPOPAN,MIRAMAR,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,8,8,16,4,10,14,0,0,0,0,0,0,0,0,0,12,18,30,2,2,1,1,0,1,2,0,1,8
1606,14PJN1700O,MATUTINO,GABRIELA MISTRAL,PRIVADA ESTEBAN BACA CALDERON 447,1,ZAPOPAN,CONSTITUCION,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,4,2,6,2,7,9,0,0,0,0,0,0,0,0,0,6,9,15,2,2,0,0,0,0,0,0,1,3
1607,14PJN1718N,MATUTINO,VYGOTSKI,ORION 3320,1,ZAPOPAN,LA CALMA,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,0,6,6,6,3,9,0,0,0,0,0,0,0,0,0,6,9,15,2,2,0,0,0,1,2,0,1,6
1608,14PJN1632H,MATUTINO,INSTITUTO TEPEYAC CAMPUS GUADALAJARA,OCAMPO 389,1,ZAPOPAN,SAN JUAN DE OCOTAN,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,19,19,38,20,24,44,18,26,44,0,0,0,0,0,0,0,0,0,57,69,126,6,6,1,1,0,3,7,0,1,19
1609,14PJN1776D,MATUTINO,TORRES BODET,NICOLAS COPERNICO 36,1,ZAPOPAN,RESIDENCIAL PLAZA GUADALUPE,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,10,12,22,8,18,26,5,9,14,0,0,0,0,0,0,0,0,0,23,39,62,3,3,0,0,0,1,2,0,1,7
1610,14PJN1705J,MATUTINO,LA CALMA,VOLCAN POPOCATEPETL 3326,1,ZAPOPAN,EL COLLI,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,4,1,5,6,3,9,0,0,0,0,0,0,0,0,0,10,4,14,2,2,0,0,0,2,1,0,1,6
1611,14PJN1761B,MATUTINO,MANO AMIGA DE GUADALAJARA,SEGUNDA PONIENTE 275,1,ZAPOPAN,JARDINES DE NUEVO MEXICO,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,13,12,25,28,29,57,24,28,52,0,0,0,0,0,0,0,0,0,65,69,134,5,5,1,0,0,0,3,0,1,10
1612,14PJN1753T,MATUTINO,JUAN BAUTISTA DE LA SALLE,PAPAYOS 1175,1,ZAPOPAN,LA TUZANIA,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,6,5,11,8,4,12,0,0,0,0,0,0,0,0,0,14,9,23,2,2,0,0,0,0,0,0,1,3
1613,14PJN1759N,MATUTINO,ITZTLI,PERLA 2470,1,ZAPOPAN,MARIANO OTERO,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,6,14,20,9,11,20,0,0,0,0,0,0,0,0,0,15,25,40,2,2,0,0,0,0,0,0,1,3
1614,14PJN1381T,MATUTINO,JUAN ESCUTIA,MICA 2244,1,ZAPOPAN,ARENALES TAPATIOS,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,0,0,0,14,13,27,11,6,17,0,0,0,0,0,0,0,0,0,25,19,44,2,2,0,0,0,0,0,0,1,3
1615,14PJN1383R,MATUTINO,CENTRO DE FORMACION PREESCOLAR,GOYA 254,1,ZAPOPAN,LA ESTANCIA,120,ZAPOPAN,PARTICULAR,PREESCOLAR,GENERAL,9,3,12,2,4,6,6,3,9,0,0,0,0,0,0,0,0,0,17,10,27,3,3,0,0,0,1,0,0,1,5
